id,sex,employment,married,income,digital3,default
715,M,student,0,0,0.20961805,0
716,F,retired,1,10142,0.22622856,0
717,M,retired,1,8577,0.38947418,0
718,M,retired,1,19408,0.29321736,0
719,F,unemployed,0,16046,0.0,0
720,M,unemployed,0,0,0.57054949,0
721,M,employed,1,17592,0.36482725,0
722,F,employed,0,12797,0.36032069,0
723,M,employed,1,12396,0.73651689,1
724,F,employed,1,6848,0.67188334,0
725,M,unemployed,1,0,0.55771482,0
726,M,retired,0,3521,0.00185579,0
727,M,student,0,4550,0.9059847,0
728,F,student,0,9312,0.0,0
729,M,employed,1,49122,0.74235487,0
730,F,unemployed,1,13862,0.53605533,0
731,M,employed,1,30252,0.68411475,0
732,F,employed,0,5713,0.0,1
733,F,unemployed,1,6925,0.0,0
734,F,retired,0,6285,0.35323018,0
735,F,unemployed,1,30099,0.64162481,0
736,M,student,0,5344,0.27939391,0
737,M,student,0,0,0.16891132,0
738,M,employed,1,9988,0.57465744,0
739,M,employed,1,20498,0.52197611,1
740,M,student,0,0,0.56623745,0
741,M,employed,0,11216,0.0,0
742,M,student,0,0,0.94231033,0
743,M,retired,1,6811,0.25307569,0
744,F,employed,1,8449,0.0,0
745,F,employed,0,10687,0.57963818,0
746,F,employed,1,5652,0.0,0
747,M,employed,1,9552,0.55968803,0
748,F,unemployed,1,14954,0.62257975,0
749,M,employed,1,11747,0.43591711,0
750,F,retired,1,8842,0.0,0
751,M,employed,1,41699,0.91856945,0
752,F,student,0,0,0.256257,0
753,F,unemployed,0,0,0.0,0
754,M,employed,0,8554,0.52496636,0
755,M,employed,1,45455,0.85603571,0
756,M,employed,1,20687,0.57368058,0
757,F,employed,1,6701,0.62647945,0
758,F,employed,1,4836,0.0,1
759,M,unemployed,0,5891,0.0,1
760,M,employed,0,6291,0.284733,0
761,M,employed,1,13849,0.8686353,0
762,M,retired,0,5125,0.22496812,0
763,M,student,0,0,0.93504655,1
764,F,student,0,0,0.36489269,0
765,M,employed,1,19022,0.060144164,0
766,M,employed,0,11021,0.0,0
767,M,student,1,68872,0.904944,0
768,F,employed,0,50019,0.65159065,0
769,M,employed,1,34586,0.58834344,0
770,M,employed,1,6304,0.83342528,0
771,F,student,0,0,0.74965733,1
772,M,employed,1,61409,0.65087289,0
773,M,student,1,0,0.0,1
774,M,student,0,0,0.90629017,0
775,M,employed,1,10580,0.96859068,1
776,F,unemployed,0,0,0.23859802,0
777,F,employed,0,8687,0.60430193,0
778,M,employed,0,5649,0.91770023,1
779,M,employed,1,16200,0.6597243,0
780,M,retired,0,11179,0.22001918,0
781,M,employed,1,7267,0.0,0
782,M,employed,1,17206,0.65601963,0
783,M,unemployed,1,0,0.0,0
784,F,student,0,0,0.87979519,0
785,F,student,1,0,0.99575907,0
786,M,employed,1,14158,0.91611946,0
787,F,student,0,0,0.86318642,0
788,F,employed,1,33627,0.56664789,0
789,F,employed,0,42760,0.61725444,0
790,M,employed,0,5558,0.62600899,0
791,M,unemployed,0,0,0.70285434,0
792,M,employed,1,25526,0.70771718,0
793,F,employed,1,7002,0.56029558,0
794,M,retired,0,49152,0.0,0
795,M,employed,1,10559,0.5963304,0
796,M,employed,1,5466,0.77594316,0
797,M,employed,1,68729,0.72250462,0
798,M,unemployed,1,8843,0.79663271,0
799,M,student,0,8038,0.0,0
800,M,student,0,3908,0.87477624,1
801,M,employed,1,244020,0.0,0
802,M,employed,0,5852,0.20923451,0
803,F,employed,0,9392,0.68024749,0
804,F,unemployed,0,0,0.0,1
805,M,unemployed,0,8496,0.23099011,0
806,F,student,0,4306,0.72876519,0
807,M,unemployed,1,9997,0.64331383,0
808,F,employed,1,12780,0.0,0
809,M,student,0,0,0.92093742,0
810,F,employed,1,13772,0.0,0
811,M,employed,1,35353,0.17298093,0
812,M,employed,1,29179,0.70815521,0
813,F,employed,1,16776,0.66120875,0
814,M,employed,1,5705,0.0,0
815,F,retired,1,25473,0.13111374,0
816,F,employed,1,34360,0.50421196,0
817,F,student,1,0,0.92350268,0
818,F,unemployed,0,0,0.56517255,0
819,F,employed,0,7192,0.60457927,0
820,F,student,0,0,0.29995915,0
821,F,student,0,3240,0.7069236,0
822,M,employed,1,128124,0.75149775,0
823,F,student,0,0,0.96056086,0
824,F,employed,1,7064,0.0,0
825,M,retired,0,5222,0.0,0
826,M,employed,1,17563,0.70299298,0
827,M,retired,0,11808,0.22585301,0
828,F,student,0,0,0.0,0
829,F,unemployed,1,10494,0.82715064,0
830,M,employed,1,108836,0.0,0
831,F,unemployed,1,17879,0.55936998,0
832,M,employed,1,9146,0.51534647,0
833,M,employed,1,22148,0.59215283,0
834,F,unemployed,1,8572,0.76295698,0
835,F,employed,0,41077,0.79029858,0
836,F,employed,1,7339,0.27070805,0
837,M,employed,0,126039,0.0,0
838,M,unemployed,0,0,0.054182176,0
839,M,employed,0,5848,0.0,0
840,M,employed,0,9015,0.66982114,1
841,M,employed,1,9251,0.56637621,0
842,M,employed,0,7672,0.046795432,0
843,F,student,0,0,0.90311557,0
844,M,employed,1,13785,0.0,0
845,M,retired,1,13404,0.0,0
846,F,retired,1,3742,0.054900616,0
847,F,employed,1,25159,0.20460047,1
848,M,employed,1,15042,0.77002341,0
849,F,employed,1,7285,0.050891496,0
850,M,unemployed,1,0,0.96935248,0
851,F,employed,1,23156,0.0,0
852,M,unemployed,1,9593,0.71762007,0
853,F,employed,1,39184,0.54503906,0
854,F,unemployed,0,0,0.52135831,0
855,F,employed,0,6957,0.0,0
856,M,employed,1,13230,0.0,0
857,F,employed,0,20929,0.60232222,0
858,M,employed,0,5565,0.58004981,1
859,M,employed,1,55888,0.51167965,0
860,M,student,0,0,0.23325175,0
861,F,retired,0,4784,0.0,0
862,F,employed,1,9709,0.74325335,0
863,M,employed,1,17586,0.87084419,0
864,M,employed,1,6538,0.0,0
865,F,student,0,27074,0.7069605,0
866,F,student,0,0,0.92878884,1
867,M,employed,1,36937,0.68152142,0
868,F,retired,1,4905,0.0,0
869,M,student,0,0,0.81303036,0
870,M,retired,0,5336,0.0,0
871,M,employed,1,8763,0.36543608,1
872,F,unemployed,1,0,0.55341625,0
873,F,student,0,11039,0.0,0
874,F,retired,0,25252,0.0,0
875,M,unemployed,1,9767,0.090300046,0
876,M,employed,1,9165,0.13416052,1
877,F,retired,0,23913,0.0,0
878,M,employed,1,8760,0.15585227,0
879,M,employed,1,6833,0.6836409,0
880,M,employed,1,16481,0.97598052,0
881,M,student,0,0,0.0,0
882,M,employed,1,12549,0.68074369,0
883,M,retired,0,11632,0.21200964,0
884,M,employed,1,57133,0.25419509,0
885,M,employed,1,8242,0.0,0
886,M,unemployed,0,0,0.55596924,1
887,M,student,0,4424,0.86297387,0
888,M,employed,1,16655,0.52888197,0
889,F,unemployed,1,11695,0.0,0
890,F,retired,1,10314,0.050288856,0
891,F,employed,1,10968,0.0,0
892,M,employed,1,14817,0.87535167,0
893,F,employed,0,10730,0.54917204,0
894,M,student,0,0,0.020488722,1
895,M,student,1,10799,0.96078628,0
896,F,employed,1,20223,0.0,0
897,M,employed,1,8665,0.0,0
898,F,employed,0,18777,0.0,0
899,M,retired,1,8850,0.32449988,0
900,M,employed,1,12390,0.0,0
901,F,retired,1,9275,0.18907437,0
902,M,employed,1,8043,0.79484016,0
903,M,employed,0,17545,0.63445055,0
904,F,unemployed,0,0,0.26321939,0
905,M,employed,1,21294,0.7570278,0
906,M,retired,1,36720,0.0,0
907,M,employed,1,13181,0.69106144,0
908,M,employed,1,7975,0.60823345,0
909,M,retired,1,18902,0.28213689,0
910,F,employed,0,30948,0.094275743,0
911,M,employed,1,73468,0.420439,0
912,M,employed,0,18454,0.87078172,0
913,F,employed,1,51727,0.55712414,0
914,M,student,0,9080,0.84110308,0
915,F,retired,1,2413,0.17026536,0
916,M,employed,1,7244,0.32293227,0
917,F,employed,1,15124,0.61598033,0
918,F,employed,1,9033,0.77371073,0
919,M,unemployed,1,10310,0.0,0
920,M,retired,0,8558,0.0,0
921,M,employed,1,6820,0.95011848,0
922,F,employed,1,6339,0.0,0
923,F,student,1,0,0.92035866,0
924,M,unemployed,0,0,0.0,0
925,F,employed,1,5645,0.22249971,0
926,F,unemployed,1,0,0.54363024,1
927,M,unemployed,1,0,0.0,0
928,F,employed,0,10500,0.58432239,0
929,F,employed,0,20074,0.25011981,0
930,F,unemployed,1,12599,0.0010736694,0
931,M,unemployed,1,0,0.0,0
932,M,employed,1,4967,0.43776625,0
933,F,student,0,0,0.81342566,1
934,M,employed,1,25753,0.0,0
935,F,employed,1,6856,0.61562663,0
936,F,student,0,0,0.94355398,0
937,M,employed,1,27560,0.6431089,0
938,F,retired,0,4260,0.20336643,0
939,M,student,0,12620,0.92879134,0
940,F,retired,1,8337,0.0,0
941,M,employed,1,13765,0.49609199,0
942,F,unemployed,1,0,0.56843013,0
943,M,employed,1,48605,0.38989812,0
944,F,employed,1,8569,0.9604494,0
945,F,student,0,0,0.23997037,0
946,F,employed,0,59851,0.0,0
947,M,employed,1,21761,0.0,0
948,F,unemployed,1,27954,0.58021981,0
949,F,employed,1,9797,0.56880713,0
950,M,employed,0,8322,0.7655468,1
951,M,student,0,0,0.86796153,0
952,F,unemployed,1,0,0.73093915,0
953,M,retired,1,45449,0.27582207,0
954,F,employed,1,13084,0.53794837,0
955,M,employed,0,15506,0.12427437,1
956,M,employed,1,33037,0.33295187,0
957,M,employed,1,70551,0.73399776,0
958,M,employed,1,9118,0.54704857,0
959,F,employed,0,44030,0.77172238,0
960,M,student,0,3374,0.82056165,1
961,M,employed,1,9911,0.71502262,1
962,M,employed,1,41349,0.93075109,0
963,M,employed,1,14958,0.0,0
964,M,retired,1,7351,0.0,0
965,F,student,0,0,0.8347044,0
966,F,employed,1,10019,0.0,0
967,F,employed,1,26698,0.72298139,0
968,F,employed,1,10856,0.46904269,0
969,F,employed,0,9296,0.8013829,0
970,M,employed,0,9025,0.12841666,0
971,F,employed,0,22254,0.0,0
972,F,student,0,0,0.85419428,1
973,M,retired,1,4357,0.0,0
974,M,student,0,0,0.65855819,0
975,F,employed,1,10615,0.5809018,0
976,M,employed,0,28521,0.83029836,0
977,F,employed,0,43794,0.88359052,0
978,F,employed,1,8957,0.0,0
979,F,employed,1,6212,0.59677082,0
980,M,unemployed,0,0,0.43603745,0
981,M,employed,1,6310,0.0,0
982,F,unemployed,0,0,0.0,0
983,M,employed,1,17553,0.61118317,0
984,M,employed,0,48403,0.0,0
985,M,employed,0,8646,0.68534195,0
986,M,employed,1,10749,0.54764867,0
987,F,employed,0,5449,0.85268515,0
988,M,retired,0,31514,0.0,0
989,F,unemployed,1,0,0.61128336,0
990,F,employed,1,459901,0.0,0
991,M,student,0,6797,0.90142709,0
992,F,employed,0,7348,0.59152162,0
993,M,employed,0,5653,0.18580307,0
994,M,employed,0,33853,0.23567042,0
995,M,employed,0,15026,0.14381006,0
996,F,retired,0,7224,0.0,0
997,M,employed,1,9618,0.0,0
998,M,employed,0,37149,0.54015911,0
999,M,employed,1,19455,0.57317317,0
1000,F,retired,1,5643,0.27177936,0
1001,M,employed,1,22837,0.80893028,0
1002,M,student,0,266400,0.71588814,0
1003,M,employed,0,37924,0.0,0
1004,M,employed,0,32794,0.19320433,0
1005,M,unemployed,1,0,0.0,0
1006,F,unemployed,0,32354,0.13000552,0
1007,M,employed,0,28112,0.9277274,0
1008,F,employed,0,8500,0.18767105,1
1009,M,student,1,0,0.97557485,0
1010,M,unemployed,0,0,0.10322919,1
1011,M,employed,1,25549,0.61032182,0
1012,F,employed,0,56485,0.57267964,0
1013,F,employed,0,9210,0.79924065,0
1014,F,employed,1,5670,0.0,0
1015,M,employed,1,50498,0.80772078,0
1016,M,employed,1,13825,0.73712659,0
1017,F,retired,1,7904,0.24518839,0
1018,M,employed,1,7476,0.0,0
1019,M,retired,1,30950,0.0,0
1020,F,retired,1,8447,0.0,0
1021,M,unemployed,1,25794,0.094727397,0
1022,F,employed,0,13024,0.0,0
1023,M,employed,1,50439,0.0,0
1024,F,employed,1,5725,0.0,1
1025,M,employed,1,17061,0.62522358,0
1026,F,employed,1,4709,0.0,0
1027,F,employed,1,4805,0.76491976,0
1028,M,employed,1,9027,0.35040972,0
1029,F,unemployed,1,0,0.0,0
1030,M,employed,0,10931,0.80798411,0
1031,F,student,0,0,0.052145489,1
1032,F,employed,1,5589,0.0,0
1033,M,employed,1,6556,0.63119447,0
1034,F,employed,0,52866,0.0,0
1035,M,student,0,0,0.75396526,0
1036,M,employed,1,12467,0.50937498,0
1037,M,employed,1,16143,0.0,0
1038,M,unemployed,1,0,0.71545833,0
1039,M,student,0,0,0.55464107,0
1040,M,employed,0,12987,0.05723726,0
1041,M,employed,1,19922,0.19919859,0
1042,M,employed,0,15619,0.93183953,0
1043,F,unemployed,1,8766,0.0,0
1044,M,employed,1,9420,0.36642352,0
1045,F,unemployed,1,0,0.0,0
1046,M,employed,1,21609,0.46239817,0
1047,F,employed,0,31608,0.6363799,0
1048,M,employed,1,8243,0.55926836,0
1049,F,retired,1,6657,0.0,0
1050,M,employed,0,8543,0.30502483,0
1051,M,employed,0,29244,0.62147874,0
1052,M,employed,1,14734,0.088086046,0
1053,M,unemployed,0,0,0.76541108,0
1054,M,employed,1,7756,0.86571807,0
1055,F,unemployed,1,0,0.0,0
1056,M,employed,1,11126,0.18083447,0
1057,F,unemployed,0,0,0.0,0
1058,F,retired,1,6038,0.0,0
1059,M,employed,1,20829,0.37603223,0
1060,M,employed,1,20671,0.0,0
1061,F,employed,0,7369,0.59637862,1
1062,M,employed,1,13744,0.0,0
1063,M,student,0,0,0.58479446,0
1064,M,employed,1,7916,0.92771596,0
1065,F,unemployed,1,0,0.86483079,0
1066,F,employed,0,13022,0.097795412,0
1067,M,employed,0,7602,0.0,0
1068,F,employed,1,6197,0.020724449,1
1069,M,employed,1,14032,0.50335175,0
1070,F,student,0,10434,0.0,0
1071,M,employed,0,6095,0.5283618,0
1072,M,student,0,21222,0.24537537,0
1073,F,employed,1,13365,0.69541389,0
1074,F,employed,1,13147,0.76834071,0
1075,M,employed,1,13497,0.50741225,0
1076,M,employed,1,8941,0.73351938,0
1077,F,unemployed,1,14737,0.16722801,0
1078,M,retired,1,7697,0.16362086,0
1079,F,unemployed,0,8504,0.69067806,0
1080,M,employed,1,7404,0.8017928,0
1081,F,student,0,0,0.96579099,0
1082,M,employed,1,17663,0.56645745,0
1083,F,student,0,0,0.95985448,0
1084,M,employed,1,21612,0.0,0
1085,M,employed,1,18567,0.0,0
1086,M,employed,1,8854,0.0,0
1087,F,unemployed,1,0,0.71059394,0
1088,M,employed,1,12002,0.5567857,0
1089,M,student,0,10307,0.87290019,0
1090,M,unemployed,1,6036,0.0,1
1091,M,employed,1,9088,0.51164317,0
1092,F,employed,0,21967,0.76821166,0
1093,F,unemployed,1,0,0.42934084,0
1094,F,employed,0,7356,0.85398889,0
1095,M,retired,1,10938,0.24584648,0
1096,M,employed,0,6202,0.79227751,0
1097,M,student,0,7126,0.0,0
1098,M,student,0,9885,0.74879688,0
1099,M,employed,1,13188,0.0,0
1100,M,employed,1,8869,0.86314207,0
1101,M,employed,1,6066,0.5809226,1
1102,M,employed,1,7357,0.0,0
1103,M,employed,1,64372,0.52432984,0
1104,F,student,0,9070,0.89813024,0
1105,M,employed,1,8058,0.10188704,1
1106,M,employed,1,12858,0.33906716,0
1107,M,employed,1,6246,0.0,0
1108,M,employed,1,9589,0.0,0
1109,M,student,0,0,0.46866518,0
1110,M,employed,1,12178,0.56067717,0
1111,M,retired,0,11119,0.24625047,0
1112,M,employed,1,17077,0.0,0
1113,M,employed,1,22013,0.61293089,0
1114,M,employed,1,9903,0.56649631,0
1115,F,employed,1,11318,0.0,0
1116,F,employed,1,7300,0.59978634,0
1117,F,retired,0,12953,0.27601475,0
1118,M,employed,1,7198,0.67696798,1
1119,M,employed,1,49029,0.32276434,0
1120,M,employed,0,13633,0.4339506,0
1121,M,employed,1,7069,0.51377034,0
1122,M,student,0,0,0.2684496,0
1123,M,employed,1,11977,0.60392696,0
1124,M,employed,1,7984,0.065045454,1
1125,M,student,0,0,0.87141228,0
1126,F,employed,1,6156,0.75192595,0
1127,M,employed,1,13864,0.0,0
1128,M,employed,0,7800,0.0,0
1129,F,student,1,0,0.98338407,0
1130,M,student,0,0,0.10100281,1
1131,F,unemployed,1,7253,0.0,0
1132,M,retired,1,2486,0.04065226,0
1133,M,employed,1,22047,0.7055335,0
1134,M,employed,0,7619,0.9844839,0
1135,M,retired,1,15933,0.0,0
1136,F,unemployed,0,0,0.0,1
1137,M,employed,0,6560,0.11908804,0
1138,M,employed,0,25221,0.50082588,0
1139,M,employed,0,42293,0.37702313,0
1140,F,student,0,0,0.96265197,0
1141,M,student,0,2868,0.82715082,0
1142,F,employed,1,5975,0.35676453,0
1143,M,student,1,0,0.0,0
1144,M,employed,1,23502,0.51804221,0
1145,M,unemployed,1,0,0.57477576,1
1146,M,student,1,7999,0.80309099,0
1147,M,employed,1,32827,0.18078098,0
1148,M,employed,1,12448,0.39087,0
1149,M,retired,1,6471,0.0,1
1150,F,retired,0,3571,0.24081984,0
1151,M,employed,1,195496,0.6771059,0
1152,F,employed,0,38899,0.56221867,0
1153,M,employed,0,9249,0.040583182,1
1154,M,retired,0,81329,0.35644385,0
1155,M,employed,1,34596,0.0,0
1156,M,employed,1,7002,0.65601826,0
1157,F,employed,1,13888,0.0,1
1158,M,employed,0,11998,0.62099618,0
1159,F,unemployed,1,0,0.075073406,0
1160,M,employed,1,1000000,0.55878276,0
1161,M,employed,1,20372,0.92136377,0
1162,F,employed,0,26630,0.59486961,0
1163,F,employed,1,13768,0.68800086,0
1164,F,unemployed,1,0,0.81288886,0
1165,M,employed,1,26711,0.63728052,0
1166,M,unemployed,0,0,0.0,0
1167,M,student,0,15453,0.12746227,0
1168,F,student,0,13686,0.49849683,0
1169,M,employed,0,32739,0.0,0
1170,F,employed,0,5565,0.83719802,0
1171,M,employed,0,57693,0.0,0
1172,F,retired,1,6672,0.0,0
1173,F,retired,0,5251,0.11904991,0
1174,F,employed,1,6585,0.0,0
1175,F,retired,0,3597,0.29185703,0
1176,M,employed,0,57998,0.8529914,0
1177,M,employed,0,7001,0.048633367,0
1178,M,employed,0,12037,0.028732326,0
1179,M,employed,1,34997,0.0,0
1180,M,employed,0,17012,0.85341299,0
1181,F,unemployed,1,6537,0.38621134,0
1182,M,employed,0,8738,0.32604861,0
1183,M,employed,1,7195,0.87958056,0
1184,F,retired,0,1924,0.21928737,0
1185,F,employed,1,5600,0.069825396,1
1186,M,unemployed,0,15200,0.82481533,0
1187,M,employed,1,47554,0.034429863,0
1188,M,employed,1,39270,0.54875529,0
1189,F,employed,1,9559,0.0,0
1190,F,employed,1,20568,0.76074284,0
1191,F,employed,1,11837,0.55797017,0
1192,M,unemployed,1,5556,0.26620832,1
1193,M,employed,1,35779,0.61049557,0
1194,M,employed,0,9637,0.85081142,0
1195,M,employed,1,7666,0.6763007,0
1196,M,employed,0,7061,0.55382389,0
1197,M,employed,1,6232,0.0,0
1198,M,unemployed,0,0,0.36224899,0
1199,M,employed,0,9920,0.52896827,0
1200,F,employed,0,24694,0.53864843,0
1201,F,employed,1,8097,0.79369509,0
1202,F,employed,1,9364,0.15678233,0
1203,F,retired,1,4376,0.094596513,0
1204,F,student,0,0,0.23430659,0
1205,F,employed,0,13791,0.13638617,0
1206,F,retired,1,3898,0.24547124,0
1207,M,employed,1,8995,0.70373863,0
1208,M,employed,0,6415,0.0028371206,1
1209,F,employed,0,9855,0.62914479,0
1210,F,employed,0,7484,0.0,0
1211,F,employed,1,14800,0.67450452,0
1212,F,employed,1,5289,0.83305001,0
1213,M,employed,0,77637,0.26069346,0
1214,F,student,0,0,0.72656751,0
1215,M,unemployed,1,6985,0.59146446,0
1216,F,unemployed,1,5265,0.835307,0
1217,M,employed,1,10751,0.39044866,0
1218,M,employed,1,8189,0.43822667,0
1219,M,employed,0,14581,0.0,0
1220,M,employed,1,17998,0.0,0
1221,M,student,0,19019,0.74522996,0
1222,M,employed,1,6886,0.86052573,0
1223,F,employed,1,8315,0.0,0
1224,F,employed,1,4876,0.59263641,0
1225,M,unemployed,0,15123,0.83718234,0
1226,F,retired,1,5871,0.0,0
1227,M,employed,1,8201,0.0,0
1228,M,employed,0,5146,0.9191246,0
1229,M,unemployed,0,0,0.11333656,0
1230,M,employed,0,8857,0.43856892,0
1231,F,retired,1,12351,0.23720999,0
1232,M,retired,0,20473,0.3294397,0
1233,F,employed,1,207488,0.62802893,0
1234,M,employed,0,14164,0.79665208,0
1235,M,employed,1,8099,0.74378419,0
1236,F,employed,0,12041,0.090611354,0
1237,M,student,0,0,0.49197537,0
1238,M,employed,1,15871,0.045926146,1
1239,M,student,0,5987,0.81145751,0
1240,M,employed,0,5704,0.58927256,0
1241,M,student,0,156996,0.74688894,0
1242,F,student,0,0,0.72603965,0
1243,F,employed,1,5197,0.0,0
1244,F,employed,1,9052,0.4479751,0
1245,M,unemployed,1,0,0.58196718,0
1246,F,employed,1,11285,0.0,0
1247,F,unemployed,1,0,0.71827739,0
1248,F,unemployed,1,0,0.82686186,0
1249,M,employed,1,5595,0.26448679,0
1250,F,employed,1,14062,0.3809807,0
1251,F,employed,1,5671,0.58018041,0
1252,M,student,0,0,0.86452794,1
1253,M,unemployed,1,0,0.66326863,0
1254,F,employed,1,16432,0.0,0
1255,M,unemployed,1,0,0.45886633,0
1256,M,student,0,4052,0.95178282,0
1257,M,unemployed,1,0,0.22984716,0
1258,F,retired,1,6140,0.23512979,0
1259,F,employed,1,4463,0.0,0
1260,F,employed,0,8975,0.0,0
1261,M,retired,1,4319,0.0,1
1262,M,employed,1,8092,0.0,0
1263,M,student,0,0,0.97313124,1
1264,M,employed,1,14392,0.93749285,0
1265,F,employed,0,9640,0.010635762,0
1266,M,employed,1,11633,0.0,0
1267,M,employed,1,40395,0.71938509,0
1268,M,employed,1,10053,0.96774215,0
1269,F,student,0,0,0.97441006,0
1270,M,employed,0,20159,0.0,0
1271,F,employed,1,16619,0.96127093,0
1272,M,employed,0,12499,0.24824245,0
1273,M,employed,1,7334,0.74433535,0
1274,M,student,0,3885,0.54100525,0
1275,F,retired,0,3459,0.0,0
1276,M,employed,0,17251,0.0,0
1277,M,employed,1,16120,0.98845416,0
1278,M,student,0,0,0.58748484,0
1279,F,employed,1,6734,0.69014996,0
1280,M,student,0,11305,0.80075139,0
1281,M,student,0,64239,0.49153793,0
1282,M,employed,1,66246,0.0,0
1283,F,employed,0,9530,0.40521935,0
1284,M,employed,1,10233,0.78703761,0
1285,M,employed,1,85856,0.77276504,0
1286,M,employed,1,16053,0.44886905,0
1287,F,employed,1,28744,0.29157758,0
1288,F,employed,1,5190,0.65402669,0
1289,F,unemployed,1,0,0.0,0
1290,M,retired,1,3344,0.15780264,1
1291,M,unemployed,1,13203,0.19706529,0
1292,M,employed,1,9723,0.87214065,0
1293,M,employed,1,27446,0.0,1
1294,F,retired,1,13966,0.32003993,0
1295,F,employed,0,17901,0.73418623,0
1296,M,retired,1,3243,0.21203414,0
1297,M,employed,1,17885,0.024939533,0
1298,F,unemployed,1,0,0.57682884,0
1299,F,employed,0,35548,0.54803735,0
1300,M,employed,1,9038,0.62261546,0
1301,M,student,0,4176,0.8984524,0
1302,F,employed,1,4907,0.54195601,0
1303,M,employed,1,17846,0.53904295,1
1304,F,retired,1,6693,0.22459908,0
1305,M,unemployed,0,0,0.82172781,1
1306,M,unemployed,1,33920,0.21048179,0
1307,M,unemployed,1,0,0.0,0
1308,F,employed,1,17495,0.16371198,0
1309,M,employed,0,10526,0.50270253,0
1310,M,student,0,0,0.36668259,0
1311,M,unemployed,0,16867,0.54085261,0
1312,M,employed,1,35546,0.62186873,0
1313,F,unemployed,0,24999,0.713557,0
1314,M,employed,0,6905,0.68981707,0
1315,M,employed,1,12533,0.58521223,0
1316,F,retired,0,24442,0.0,0
1317,M,retired,1,6155,0.24325295,0
1318,M,retired,1,5106,0.012096316,0
1319,F,retired,0,5693,0.016128879,1
1320,M,student,0,0,0.0,0
1321,F,unemployed,0,26714,0.90220535,0
1322,M,employed,0,6757,0.20828167,1
1323,M,employed,1,14671,0.0,1
1324,M,unemployed,1,0,0.5430389,0
1325,F,employed,1,7740,0.44788662,0
1326,F,unemployed,1,0,0.12535049,0
1327,M,employed,1,27526,0.58193338,0
1328,M,employed,1,29910,0.54829729,0
1329,M,employed,1,6336,0.78499264,0
1330,M,employed,1,7215,0.6866293,0
1331,F,student,0,31688,0.1164481,0
1332,F,employed,1,80409,0.58381277,0
1333,M,unemployed,0,0,0.75272,0
1334,F,employed,1,8529,0.39827871,0
1335,F,employed,1,5629,0.60249794,0
1336,M,employed,1,14067,0.81556171,0
1337,M,employed,1,5439,0.75691342,0
1338,M,retired,0,199793,0.31483638,0
1339,F,employed,1,52194,0.78937513,0
1340,M,student,0,0,0.91932297,1
1341,F,employed,1,10087,0.73382413,0
